age;job;marital;education;default;balance;housing;loan;contact;day;month;duration;campaign;pdays;previous;poutcome;y
38;admin.;married;tertiary;no;1732;yes;no;cellular;28;may;16;8;-1;0;unknown;no
49;blue-collar;married;secondary;no;3048;no;no;cellular;6;jul;59;2;-1;0;unknown;no
35;technician;married;secondary;no;-581;no;no;cellular;13;apr;200;4;-1;0;unknown;no
40;admin.;unknown;tertiary;no;3584;yes;no;telephone;17;nov;308;2;-1;0;unknown;no
35;blue-collar;single;tertiary;no;5559;yes;yes;cellular;31;may;463;6;-1;0;unknown;yes
47;technician;single;unknown;no;-366;no;yes;cellular;14;jun;710;11;-1;0;unknown;yes
47;admin.;married;secondary;no;4146;yes;no;unknown;3;may;1038;2;-1;0;unknown;no
51;admin.;married;primary;no;1157;yes;yes;unknown;22;jul;120;1;-1;0;unknown;no
39;technician;married;secondary;no;813;no;no;cellular;17;aug;203;2;783;8;failure;no
40;blue-collar;single;tertiary;no;1656;no;yes;cellular;16;may;112;3;-1;0;unknown;no
29;blue-collar;married;tertiary;yes;4070;yes;no;cellular;15;jun;627;4;-1;0;unknown;no
23;blue-collar;married;tertiary;no;-1386;no;no;unknown;6;jun;401;7;174;1;failure;no
36;housemaid;single;secondary;no;96;no;no;cellular;18;jul;98;3;-1;0;unknown;no
38;blue-collar;single;secondary;no;2408;no;no;cellular;16;feb;153;3;-1;0;unknown;no
39;technician;married;secondary;no;2526;yes;no;cellular;28;nov;80;1;-1;0;unknown;no
52;blue-collar;married;primary;no;7057;yes;no;cellular;1;may;189;2;-1;0;unknown;no
27;technician;married;tertiary;no;4544;no;no;cellular;30;apr;605;1;-1;0;unknown;yes
23;student;married;secondary;no;3524;no;no;cellular;7;aug;318;6;-1;0;unknown;yes
22;admin.;married;secondary;no;9508;no;no;cellular;5;mar;324;1;-1;0;unknown;no
36;services;married;secondary;no;-4284;no;no;cellular;23;may;88;2;-1;0;unknown;no
58;blue-collar;married;secondary;no;1833;yes;no;cellular;4;feb;76;2;-1;0;unknown;no
54;blue-collar;married;primary;no;454;yes;no;unknown;4;jul;332;3;-1;0;unknown;no
52;services;married;primary;no;-3991;yes;yes;cellular;24;aug;301;1;-1;0;unknown;no
34;technician;married;tertiary;no;3519;yes;no;cellular;18;may;388;1;-1;0;unknown;no
28;housemaid;married;secondary;no;-1639;yes;no;unknown;13;may;422;1;-1;0;unknown;no
46;entrepreneur;single;tertiary;no;-2442;yes;no;cellular;18;apr;316;2;-1;0;unknown;no
59;admin.;married;secondary;no;3300;no;no;cellular;4;may;285;8;-1;0;unknown;no
39;admin.;married;primary;no;-491;yes;no;unknown;3;jul;10;1;693;21;failure;no
31;admin.;divorced;secondary;no;4944;yes;no;cellular;21;may;117;4;-1;0;unknown;no
35;admin.;married;tertiary;no;277;yes;no;cellular;29;may;377;1;-1;0;unknown;yes
36;admin.;single;secondary;no;2378;no;no;unknown;6;may;10;4;-1;0;unknown;no
60;technician;single;tertiary;no;6461;no;no;cellular;28;nov;357;2;-1;0;unknown;no
40;technician;married;tertiary;no;5967;yes;no;unknown;4;apr;621;3;-1;0;unknown;no
53;management;single;secondary;no;813;yes;no;cellular;12;jun;321;1;-1;0;unknown;no
48;blue-collar;single;secondary;no;-704;no;no;cellular;11;may;311;6;-1;0;unknown;no
47;services;single;secondary;no;1925;yes;no;cellular;31;jan;18;1;373;4;failure;no
54;management;married;tertiary;no;2126;yes;no;cellular;5;jan;721;2;-1;0;unknown;yes
55;admin.;single;secondary;no;-43;yes;no;cellular;16;may;161;2;-1;0;unknown;no
38;unknown;single;primary;no;5579;no;no;cellular;29;jul;46;1;171;3;failure;no
28;services;married;secondary;no;-1689;no;no;cellular;16;feb;287;1;-1;0;unknown;no
38;entrepreneur;married;primary;no;932;no;no;cellular;23;dec;1049;1;-1;0;unknown;yes
36;technician;married;primary;no;863;yes;no;cellular;3;aug;259;4;-1;0;unknown;no
56;entrepreneur;divorced;secondary;no;-920;yes;no;unknown;5;oct;101;5;382;23;failure;no
45;admin.;single;tertiary;no;-664;no;no;telephone;15;nov;79;2;-1;0;unknown;no
22;services;married;secondary;no;-800;no;no;cellular;30;jan;417;1;382;13;failure;no
32;blue-collar;married;tertiary;no;3161;yes;no;unknown;31;jun;152;2;589;9;failure;no
35;blue-collar;single;secondary;no;2615;yes;no;cellular;13;nov;329;10;380;24;failure;no
50;services;single;unknown;no;-1711;yes;no;unknown;5;jun;149;2;-1;0;unknown;no
35;entrepreneur;married;primary;no;-4406;no;no;unknown;5;aug;195;1;142;19;other;no
52;housemaid;married;secondary;no;1978;no;yes;unknown;7;jul;99;1;-1;0;unknown;no
28;housemaid;married;tertiary;no;3510;yes;no;telephone;20;jul;21;1;-1;0;unknown;yes
19;blue-collar;divorced;secondary;no;2684;yes;no;unknown;8;apr;316;2;-1;0;unknown;no
43;technician;single;tertiary;no;-2486;no;yes;unknown;3;jul;220;1;-1;0;unknown;no
21;admin.;single;primary;no;5922;no;yes;cellular;17;may;109;2;231;23;failure;no
38;blue-collar;married;primary;no;947;no;no;cellular;22;apr;226;4;-1;0;unknown;no
43;services;married;secondary;no;2056;yes;no;cellular;25;nov;72;3;-1;0;unknown;no
52;technician;single;secondary;no;492;yes;no;cellular;20;jul;437;2;409;4;failure;no
49;self-employed;single;secondary;no;1699;yes;yes;cellular;14;jul;515;1;-1;0;unknown;no
27;technician;single;secondary;no;-953;no;no;cellular;12;may;235;1;-1;0;unknown;no
29;admin.;married;tertiary;no;-2078;no;no;unknown;24;aug;166;10;-1;0;unknown;no
27;services;married;secondary;no;6773;no;no;cellular;1;may;239;2;-1;0;unknown;no
34;admin.;single;secondary;no;-1065;yes;no;cellular;27;aug;215;4;-1;0;unknown;no
55;technician;married;secondary;no;5273;no;no;cellular;15;may;68;2;-1;0;unknown;no
73;entrepreneur;single;secondary;no;225;no;no;cellular;25;aug;415;1;748;18;failure;no
43;technician;married;tertiary;no;9023;yes;no;cellular;28;feb;149;1;-1;0;unknown;yes
39;admin.;single;primary;no;4710;no;no;cellular;26;may;40;2;-1;0;unknown;no
37;technician;divorced;secondary;no;1892;yes;yes;cellular;15;may;556;3;747;24;failure;no
32;admin.;married;primary;no;-309;yes;yes;unknown;30;feb;577;2;-1;0;unknown;no
19;blue-collar;married;secondary;no;135;no;no;cellular;30;jul;163;1;215;3;failure;no
55;admin.;married;tertiary;no;4744;no;no;unknown;9;jul;386;7;-1;0;unknown;no
46;technician;married;secondary;no;-938;yes;no;unknown;10;may;371;2;262;1;success;yes
37;unknown;married;secondary;no;7582;no;no;cellular;17;jun;75;2;-1;0;unknown;no
45;blue-collar;married;secondary;no;74;yes;no;cellular;4;jul;83;2;795;14;failure;no
45;technician;married;tertiary;no;7334;no;no;telephone;16;may;249;1;-1;0;unknown;no
52;technician;married;tertiary;no;1223;no;no;unknown;9;may;268;2;7;13;success;no
44;retired;married;secondary;no;2006;no;no;cellular;4;aug;34;1;-1;0;unknown;yes
39;blue-collar;single;secondary;no;3936;yes;no;cellular;24;aug;136;1;224;17;unknown;yes
41;services;married;secondary;no;2466;yes;no;cellular;24;aug;244;3;-1;0;unknown;no
32;services;single;tertiary;no;-254;no;no;cellular;21;aug;121;3;-1;0;unknown;no
30;blue-collar;married;tertiary;no;-949;yes;no;cellular;22;jun;171;1;-1;0;unknown;no
49;blue-collar;married;tertiary;no;136;yes;yes;cellular;5;jan;166;4;-1;0;unknown;no
62;unemployed;single;tertiary;no;-2335;yes;yes;cellular;4;feb;857;3;-1;0;unknown;no
31;technician;married;tertiary;no;-250;yes;no;cellular;13;jun;123;8;-1;0;unknown;no
23;entrepreneur;married;tertiary;no;2045;no;no;unknown;2;jun;370;1;-1;0;unknown;no
24;services;single;secondary;no;-3001;no;no;unknown;19;jun;185;2;342;23;unknown;no
34;admin.;married;secondary;no;-1652;yes;no;unknown;5;feb;624;1;-1;0;unknown;no
33;admin.;single;unknown;no;1045;yes;no;cellular;18;jun;201;3;-1;0;unknown;no
50;blue-collar;married;primary;no;-2483;no;no;cellular;13;apr;547;1;-1;0;unknown;no
53;services;married;secondary;no;-4915;yes;no;cellular;28;may;22;3;157;18;success;no
59;admin.;married;secondary;no;-2215;yes;no;cellular;29;feb;1;4;-1;0;unknown;no
56;admin.;married;secondary;no;-1635;yes;no;cellular;14;jun;100;2;-1;0;unknown;no
47;admin.;single;tertiary;no;7532;yes;yes;cellular;16;jul;7;1;-1;0;unknown;no
29;self-employed;single;tertiary;no;2898;no;no;unknown;9;aug;617;8;-1;0;unknown;no
44;admin.;married;secondary;no;1225;no;no;unknown;20;sep;435;3;-1;0;unknown;yes
33;blue-collar;married;primary;no;683;no;no;unknown;11;jul;142;2;-1;0;unknown;no
19;technician;single;primary;no;-1425;no;no;unknown;19;jan;656;2;-1;0;unknown;yes
40;blue-collar;married;secondary;no;347;no;no;unknown;21;aug;17;1;65;8;failure;no
35;technician;divorced;secondary;no;2009;yes;no;cellular;25;oct;112;3;700;14;failure;no
27;housemaid;single;primary;no;3778;yes;yes;cellular;27;apr;109;1;-1;0;unknown;no
35;services;married;secondary;no;-927;yes;no;cellular;19;jul;434;1;-1;0;unknown;no
62;student;single;tertiary;no;1230;yes;no;cellular;20;may;37;1;-1;0;unknown;no
52;blue-collar;married;primary;no;3946;no;no;cellular;1;jul;565;1;-1;0;unknown;no
61;technician;single;unknown;no;98;yes;no;unknown;18;aug;7;3;-1;0;unknown;no
42;management;married;tertiary;yes;-1371;yes;no;cellular;4;jul;217;1;-1;0;unknown;no
22;services;single;secondary;no;3037;no;yes;telephone;30;jul;25;2;-1;0;unknown;no
21;retired;married;secondary;no;3146;no;no;cellular;21;aug;114;3;-1;0;unknown;no
26;self-employed;married;unknown;no;-201;no;yes;cellular;8;aug;111;2;185;5;failure;no
66;blue-collar;married;secondary;no;-2085;no;no;cellular;6;may;366;4;-1;0;unknown;no
43;admin.;divorced;tertiary;no;-3008;no;yes;cellular;21;jul;17;1;-1;0;unknown;no
44;technician;married;secondary;no;732;yes;yes;cellular;5;jun;77;1;-1;0;unknown;no
40;blue-collar;married;tertiary;no;-108;yes;no;cellular;13;may;426;2;-1;0;unknown;no
45;blue-collar;married;secondary;no;4503;no;no;cellular;26;dec;988;1;739;5;success;yes
28;admin.;married;tertiary;no;718;yes;no;cellular;26;nov;309;2;-1;0;unknown;no
36;blue-collar;single;primary;no;7808;yes;no;cellular;19;jul;296;4;-1;0;unknown;no
20;admin.;single;tertiary;no;3453;yes;no;cellular;27;jun;24;2;-1;0;unknown;no
45;admin.;married;secondary;no;-490;yes;yes;unknown;12;jan;250;2;-1;0;unknown;no
46;technician;married;primary;no;1719;no;yes;cellular;13;may;546;2;-1;0;unknown;no
32;management;married;secondary;no;5800;no;no;telephone;9;jul;68;7;-1;0;unknown;no
19;blue-collar;married;secondary;no;4647;no;no;unknown;18;jul;93;2;-1;0;unknown;no
37;blue-collar;married;primary;no;164;no;no;cellular;4;jul;287;1;-1;0;unknown;no
51;admin.;married;secondary;no;-2592;yes;no;cellular;13;may;94;2;-1;0;unknown;no
26;management;single;tertiary;no;1234;yes;no;cellular;9;may;242;2;-1;0;unknown;no
30;admin.;married;tertiary;no;9534;yes;yes;cellular;13;may;339;1;869;17;failure;yes
40;services;married;secondary;no;2056;yes;no;unknown;9;may;79;3;436;22;failure;no
41;admin.;divorced;tertiary;no;4976;yes;yes;cellular;12;jun;395;2;181;23;failure;yes
46;blue-collar;married;secondary;no;445;no;no;cellular;13;dec;27;7;-1;0;unknown;no
57;admin.;married;secondary;no;1424;yes;no;telephone;19;jun;498;1;-1;0;unknown;no
31;admin.;married;tertiary;no;2539;no;no;telephone;20;nov;648;1;601;19;failure;yes
28;blue-collar;married;tertiary;no;-740;no;no;unknown;16;may;412;2;-1;0;unknown;no
35;blue-collar;married;tertiary;no;3234;no;yes;cellular;4;jul;302;11;153;3;failure;yes
28;blue-collar;married;secondary;no;-362;yes;no;unknown;26;feb;100;1;-1;0;unknown;no
31;blue-collar;single;secondary;no;4722;no;no;cellular;31;aug;339;1;-1;0;unknown;yes
39;blue-collar;married;tertiary;no;4654;no;no;cellular;28;jun;217;1;-1;0;unknown;no
33;admin.;married;secondary;no;5820;yes;no;cellular;7;may;151;1;-1;0;unknown;no
52;unknown;married;secondary;no;547;no;no;telephone;22;may;219;5;320;18;failure;no
27;retired;divorced;secondary;no;4929;no;no;cellular;18;jun;269;4;-1;0;unknown;no
39;housemaid;married;secondary;no;-167;no;no;cellular;19;jun;448;6;-1;0;unknown;no
24;technician;divorced;secondary;no;4780;yes;yes;cellular;29;may;38;1;-1;0;unknown;no
44;retired;married;secondary;no;2771;no;no;cellular;9;may;335;6;-1;0;unknown;no
43;housemaid;married;secondary;no;1803;yes;no;unknown;23;aug;273;1;-1;0;unknown;no
62;blue-collar;married;tertiary;no;4929;no;no;cellular;10;jul;107;4;-1;0;unknown;no
52;self-employed;single;secondary;no;-1165;yes;no;cellular;3;aug;215;2;-1;0;unknown;yes
22;management;married;secondary;no;1720;no;no;unknown;13;feb;773;3;-1;0;unknown;no
46;blue-collar;married;tertiary;yes;3857;no;no;unknown;15;aug;0;1;-1;0;unknown;no
38;technician;married;primary;no;-3394;no;no;unknown;20;nov;312;3;-1;0;unknown;no
47;technician;married;secondary;no;-325;yes;no;cellular;12;feb;43;1;720;11;success;no
32;admin.;married;tertiary;no;254;yes;no;unknown;16;may;509;2;-1;0;unknown;no
50;technician;married;secondary;no;-2043;yes;yes;telephone;31;nov;469;2;-1;0;unknown;no
40;unknown;married;unknown;no;528;yes;no;cellular;30;apr;387;1;-1;0;unknown;no
34;entrepreneur;married;unknown;no;6548;yes;no;cellular;5;may;152;4;109;17;failure;yes
29;admin.;married;secondary;no;3575;no;yes;telephone;28;nov;112;4;-1;0;unknown;no
26;housemaid;married;secondary;no;-167;no;no;unknown;31;may;143;2;-1;0;unknown;no
31;admin.;married;secondary;no;3911;yes;no;cellular;21;jul;54;3;-1;0;unknown;no
36;admin.;married;tertiary;no;4898;no;no;cellular;19;nov;72;7;-1;0;unknown;yes
50;blue-collar;married;secondary;no;-1454;no;yes;cellular;29;nov;6;2;-1;0;unknown;no
54;blue-collar;married;secondary;no;2297;yes;yes;cellular;16;jun;210;4;-1;0;unknown;no
28;services;married;secondary;no;1763;no;no;cellular;2;jul;224;1;-1;0;unknown;no
35;technician;single;tertiary;no;1216;yes;no;cellular;27;sep;6;6;-1;0;unknown;no
30;retired;married;tertiary;no;1808;no;no;cellular;31;may;275;1;811;4;failure;no
25;blue-collar;married;tertiary;no;3391;no;no;cellular;7;jun;1105;1;8;18;failure;yes
42;self-employed;married;secondary;no;-77;yes;no;cellular;27;feb;26;1;545;13;success;yes
52;admin.;divorced;tertiary;no;1909;yes;no;unknown;14;apr;223;4;-1;0;unknown;no
49;blue-collar;single;secondary;no;-4681;no;no;cellular;9;feb;89;5;-1;0;unknown;no
42;technician;married;secondary;no;-1;no;yes;telephone;29;aug;92;1;-1;0;unknown;no
43;blue-collar;married;primary;no;-4224;no;yes;cellular;13;may;29;1;-1;0;unknown;no
35;management;single;secondary;no;409;no;no;cellular;1;may;81;1;149;22;failure;no
41;management;divorced;secondary;no;-2162;yes;no;cellular;6;jul;257;1;841;1;success;no
29;technician;divorced;secondary;no;1397;no;no;unknown;5;nov;124;3;-1;0;unknown;no
59;technician;married;secondary;no;-1076;yes;no;cellular;9;may;410;4;-1;0;unknown;no
58;technician;single;secondary;no;-749;yes;yes;cellular;1;jun;550;1;-1;0;unknown;no
33;technician;single;secondary;no;1738;yes;yes;unknown;21;nov;24;1;-1;0;unknown;no
47;blue-collar;divorced;secondary;no;278;yes;no;unknown;15;may;11;1;-1;0;unknown;no
44;blue-collar;married;secondary;no;1929;no;no;cellular;9;aug;129;1;-1;0;unknown;no
46;admin.;married;primary;no;-1966;no;no;cellular;9;jun;501;1;-1;0;unknown;no
34;management;single;primary;no;106;yes;no;cellular;31;jun;89;1;-1;0;unknown;yes
24;self-employed;married;secondary;no;3392;yes;no;cellular;2;jun;113;3;-1;0;unknown;no
53;blue-collar;divorced;secondary;no;2014;no;no;unknown;14;jul;492;1;-1;0;unknown;no
53;unemployed;single;tertiary;no;939;yes;no;cellular;13;jul;158;1;-1;0;unknown;no
38;services;married;secondary;no;-2019;yes;no;cellular;13;apr;444;1;-1;0;unknown;no
20;blue-collar;married;secondary;no;-2111;yes;no;cellular;7;jul;207;2;-1;0;unknown;no
27;entrepreneur;married;tertiary;no;-427;yes;no;cellular;2;dec;345;2;-1;0;unknown;yes
47;technician;married;secondary;no;-1502;no;no;unknown;18;may;193;6;-1;0;unknown;no
40;blue-collar;single;tertiary;no;-744;yes;no;cellular;23;may;181;2;300;13;failure;no
33;technician;single;tertiary;no;-330;no;no;cellular;21;jun;332;1;491;19;unknown;no
38;entrepreneur;divorced;tertiary;no;153;yes;no;unknown;5;jun;43;1;-1;0;unknown;no
35;blue-collar;divorced;primary;no;1899;no;no;cellular;7;aug;459;1;-1;0;unknown;yes
58;technician;divorced;secondary;no;-1592;no;no;telephone;4;apr;1052;8;-1;0;unknown;yes
19;technician;divorced;secondary;no;-853;no;no;cellular;10;jun;26;2;-1;0;unknown;no
48;unemployed;married;tertiary;no;-2623;yes;no;unknown;30;may;91;1;-1;0;unknown;no
37;admin.;married;primary;no;1377;yes;no;cellular;4;apr;762;1;-1;0;unknown;yes
45;services;divorced;tertiary;no;4224;yes;no;unknown;1;apr;200;1;-1;0;unknown;yes
40;services;married;tertiary;no;2210;no;no;cellular;26;may;502;5;-1;0;unknown;no
48;admin.;married;primary;no;-3147;no;no;cellular;18;mar;23;2;-1;0;unknown;no
48;services;married;tertiary;no;-4307;yes;yes;cellular;12;may;281;2;-1;0;unknown;no
26;management;married;secondary;no;8632;yes;no;cellular;11;may;225;5;-1;0;unknown;no
43;services;married;tertiary;no;3525;yes;no;unknown;31;may;87;3;-1;0;unknown;no
32;blue-collar;married;secondary;no;1534;no;no;unknown;21;jun;70;5;-1;0;unknown;no
21;services;married;tertiary;no;3989;no;no;unknown;14;feb;175;1;-1;0;unknown;no
51;admin.;married;unknown;no;919;no;no;cellular;19;apr;340;2;-1;0;unknown;yes
60;blue-collar;single;primary;no;1344;yes;no;unknown;25;may;112;1;-1;0;unknown;no
39;blue-collar;divorced;tertiary;no;-1123;yes;no;cellular;25;may;453;2;389;16;failure;no
28;blue-collar;married;secondary;no;671;yes;no;cellular;23;aug;169;3;-1;0;unknown;no
52;blue-collar;single;secondary;no;1815;no;no;cellular;4;jun;135;2;-1;0;unknown;no
29;unemployed;divorced;tertiary;no;679;yes;no;unknown;17;aug;13;2;532;23;failure;no
22;self-employed;married;secondary;no;853;yes;no;cellular;10;jul;26;1;98;6;failure;no
27;retired;married;secondary;no;-3668;yes;no;cellular;14;jun;114;2;-1;0;unknown;no
64;management;married;primary;no;4054;yes;no;unknown;14;aug;34;2;-1;0;unknown;no
54;blue-collar;married;unknown;no;3040;yes;no;unknown;24;feb;342;5;-1;0;unknown;no
50;blue-collar;single;unknown;no;-3398;no;no;cellular;26;jul;167;1;-1;0;unknown;no
36;technician;married;secondary;no;-566;no;no;telephone;10;jul;685;1;-1;0;unknown;no
25;technician;married;secondary;no;-3329;no;no;cellular;17;apr;469;7;-1;0;unknown;yes
34;services;married;secondary;no;5312;no;no;unknown;8;apr;342;1;550;19;failure;no
43;technician;divorced;secondary;no;5732;no;no;unknown;8;oct;455;5;-1;0;unknown;no
58;management;married;secondary;no;1912;no;no;cellular;2;aug;259;1;-1;0;unknown;no
39;services;married;secondary;no;1297;yes;no;cellular;16;dec;95;1;-1;0;unknown;no
42;self-employed;single;primary;no;3585;yes;no;cellular;25;mar;72;4;-1;0;unknown;no
28;blue-collar;single;secondary;no;3878;no;no;cellular;15;may;200;3;-1;0;unknown;no
27;housemaid;single;secondary;no;5931;yes;no;unknown;30;jun;138;2;-1;0;unknown;no
22;technician;married;secondary;no;5202;no;no;cellular;3;may;178;3;-1;0;unknown;no
19;unemployed;single;tertiary;no;3070;yes;no;cellular;20;mar;412;1;-1;0;unknown;no
44;blue-collar;married;secondary;no;1379;no;no;cellular;25;jun;272;1;-1;0;unknown;no
69;admin.;divorced;secondary;no;-38;no;no;cellular;13;may;48;2;-1;0;unknown;yes
55;blue-collar;single;unknown;no;3799;yes;no;cellular;29;may;55;2;-1;0;unknown;no
46;housemaid;married;unknown;no;-270;no;no;cellular;26;jul;251;4;-1;0;unknown;no
50;technician;single;primary;no;2000;no;yes;cellular;17;nov;8;1;-1;0;unknown;no
42;management;divorced;secondary;no;-495;no;no;cellular;22;may;288;4;504;4;unknown;no
47;services;divorced;primary;no;-2973;yes;no;cellular;17;dec;185;4;-1;0;unknown;no
50;admin.;single;tertiary;no;2183;yes;no;cellular;11;jun;60;1;-1;0;unknown;no
41;housemaid;married;secondary;no;4155;no;no;unknown;25;may;159;1;-1;0;unknown;no
19;technician;married;tertiary;no;-1596;no;yes;cellular;15;may;308;5;-1;0;unknown;no
52;student;married;tertiary;no;-878;no;no;telephone;2;aug;1165;2;-1;0;unknown;yes
32;blue-collar;married;secondary;no;2566;yes;no;unknown;30;may;69;1;-1;0;unknown;no
32;admin.;single;secondary;no;243;yes;no;unknown;10;aug;13;3;-1;0;unknown;no
37;services;single;primary;no;1953;yes;no;cellular;28;may;93;5;-1;0;unknown;no
41;retired;married;secondary;no;2325;no;no;cellular;8;may;38;2;642;13;success;no
50;blue-collar;divorced;secondary;no;6180;no;yes;cellular;11;may;59;1;-1;0;unknown;yes
55;services;married;secondary;no;4764;yes;no;cellular;10;may;482;2;734;2;failure;no
45;admin.;single;secondary;no;4709;yes;no;unknown;5;aug;499;4;-1;0;unknown;no
50;technician;married;secondary;no;4566;yes;no;cellular;10;may;76;3;-1;0;unknown;no
41;admin.;married;tertiary;no;2667;no;no;unknown;5;jan;458;10;-1;0;unknown;no
29;admin.;married;secondary;no;4239;yes;no;cellular;9;aug;407;1;-1;0;unknown;no
57;blue-collar;married;secondary;no;4124;yes;no;cellular;13;may;323;4;-1;0;unknown;no
27;technician;single;secondary;no;-4503;no;no;cellular;16;jun;932;10;-1;0;unknown;yes
27;retired;married;primary;no;2900;yes;no;cellular;29;may;300;1;-1;0;unknown;no
40;blue-collar;single;primary;no;5963;yes;no;cellular;7;may;858;4;-1;0;unknown;yes
39;blue-collar;single;secondary;no;2612;yes;yes;cellular;4;apr;76;7;-1;0;unknown;no
42;services;married;tertiary;no;-892;yes;no;cellular;15;nov;81;2;-1;0;unknown;no
59;unemployed;married;tertiary;no;4134;yes;no;cellular;23;nov;375;1;-1;0;unknown;no
38;unknown;married;secondary;no;-2035;yes;yes;unknown;19;jun;56;5;-1;0;unknown;yes
30;blue-collar;married;secondary;no;1904;yes;no;cellular;14;feb;374;6;-1;0;unknown;no
45;services;divorced;secondary;no;3068;no;no;unknown;6;may;358;3;-1;0;unknown;no
60;unknown;single;primary;no;7670;no;yes;cellular;11;aug;48;1;537;10;failure;no
51;services;single;secondary;no;4886;yes;yes;unknown;23;may;88;4;-1;0;unknown;no
42;admin.;single;secondary;no;1674;yes;no;unknown;24;aug;171;1;-1;0;unknown;no
39;services;married;secondary;no;2874;no;no;cellular;19;jul;86;5;-1;0;unknown;no
51;admin.;single;secondary;no;-2967;no;no;cellular;30;aug;15;2;-1;0;unknown;no
26;self-employed;married;secondary;no;1041;yes;no;cellular;17;may;192;4;-1;0;unknown;no
36;technician;single;tertiary;no;-2039;yes;no;unknown;12;aug;119;3;-1;0;unknown;yes
30;entrepreneur;married;secondary;no;8056;no;yes;cellular;2;jun;35;2;-1;0;unknown;no
59;management;single;tertiary;no;-60;yes;no;unknown;23;apr;300;2;-1;0;unknown;no
64;blue-collar;single;tertiary;no;-1054;yes;no;cellular;20;may;343;2;371;6;failure;no
56;retired;married;tertiary;no;822;yes;yes;telephone;20;may;238;2;185;12;failure;no
38;services;married;tertiary;no;4683;yes;no;unknown;14;aug;16;1;-1;0;unknown;no
23;services;married;secondary;no;901;no;no;cellular;13;feb;21;1;-1;0;unknown;no
42;entrepreneur;married;unknown;no;232;yes;no;cellular;1;jan;98;2;-1;0;unknown;no
33;blue-collar;married;secondary;no;1342;yes;no;cellular;20;feb;51;1;-1;0;unknown;no
40;unemployed;single;primary;no;2995;yes;no;unknown;1;jul;58;2;-1;0;unknown;no
42;technician;married;primary;no;-1710;yes;no;cellular;6;nov;56;1;-1;0;unknown;no
56;admin.;married;primary;no;4067;yes;no;cellular;4;nov;73;1;-1;0;unknown;no
42;services;married;secondary;no;3683;yes;no;cellular;20;jun;71;2;-1;0;unknown;no
45;admin.;divorced;tertiary;no;4651;yes;no;telephone;30;jul;152;1;-1;0;unknown;no
56;technician;married;tertiary;no;-248;yes;no;cellular;22;aug;656;2;-1;0;unknown;no
44;blue-collar;divorced;secondary;no;1329;no;no;cellular;7;dec;27;2;-1;0;unknown;no
35;technician;married;secondary;no;3820;yes;no;cellular;7;sep;598;1;-1;0;unknown;no
28;student;married;secondary;no;5297;no;no;cellular;10;aug;662;1;-1;0;unknown;no
45;student;married;primary;no;5897;no;no;cellular;4;aug;278;1;-1;0;unknown;no
49;blue-collar;married;secondary;no;-625;yes;no;cellular;24;may;15;1;-1;0;unknown;no
45;blue-collar;married;tertiary;no;1343;no;no;cellular;28;may;160;5;332;16;failure;yes
46;technician;married;primary;no;679;yes;no;cellular;4;sep;28;1;-1;0;unknown;no
61;blue-collar;married;tertiary;no;4797;no;no;unknown;29;aug;271;2;-1;0;unknown;no
43;services;married;tertiary;no;1101;yes;yes;cellular;6;jun;86;2;-1;0;unknown;no
39;blue-collar;married;secondary;no;3995;no;no;cellular;31;jul;469;2;-1;0;unknown;no
55;blue-collar;single;tertiary;no;-218;yes;no;unknown;1;jul;60;1;-1;0;unknown;no
41;blue-collar;married;tertiary;no;-3367;yes;yes;cellular;25;jun;37;1;-1;0;unknown;no
39;services;married;unknown;no;627;no;yes;telephone;20;sep;1174;1;-1;0;unknown;yes
50;blue-collar;married;secondary;no;30;no;no;cellular;1;apr;58;4;-1;0;unknown;no
31;admin.;married;tertiary;no;-920;yes;no;unknown;9;jan;42;1;-1;0;unknown;no
23;unknown;married;secondary;no;-999;no;no;unknown;12;jun;376;2;-1;0;unknown;no
50;admin.;married;secondary;no;-2861;yes;no;unknown;11;nov;1009;1;-1;0;unknown;yes
61;technician;married;tertiary;no;-479;no;no;unknown;25;jun;11;1;-1;0;unknown;no
63;blue-collar;married;secondary;no;-948;no;no;cellular;10;jul;430;2;-1;0;unknown;no
33;technician;single;secondary;no;4204;yes;no;unknown;17;jul;94;1;-1;0;unknown;no
39;management;single;secondary;no;-400;yes;no;cellular;25;oct;217;1;-1;0;unknown;no
20;admin.;divorced;tertiary;no;1922;yes;no;unknown;6;jun;60;2;742;13;failure;no
38;technician;single;secondary;no;2229;no;yes;unknown;8;may;381;3;-1;0;unknown;no
74;technician;married;tertiary;no;-697;yes;no;cellular;13;nov;189;5;-1;0;unknown;no
35;blue-collar;married;tertiary;no;8206;no;yes;cellular;24;aug;123;1;-1;0;unknown;no
62;services;married;tertiary;no;3195;no;no;cellular;21;jan;151;3;-1;0;unknown;no
25;unknown;married;secondary;no;2241;yes;no;unknown;5;oct;387;1;-1;0;unknown;no
43;entrepreneur;divorced;tertiary;no;2475;no;yes;cellular;24;nov;175;4;-1;0;unknown;no
42;technician;married;secondary;no;1013;yes;no;cellular;10;nov;237;1;-1;0;unknown;yes
52;technician;single;tertiary;no;-703;no;yes;cellular;26;jul;158;1;-1;0;unknown;no
36;services;married;secondary;no;107;no;no;unknown;17;may;952;1;-1;0;unknown;yes
20;housemaid;married;tertiary;no;-437;yes;no;cellular;22;may;184;1;-1;0;unknown;no
